人民幣	人民幣 ￥ 💴
数学	数学 + − - × ÷ ± ∓ ∔ ⁺ ⁻ ⁼ ⁽ ⁾ ⁿ ₊ ₋ ₌ ₍ ₎ ㏍ ㎅ ㎆ ㎇ № ª º ℔ ℥ ℨ ℬ ℊ µ ℌ ℑ ℞ ℳ ℃ ℉ ℀ ℁ ℅ ℆ = ℾ ℿ ⅀ ¬ ∩ ∪ ∝ ∞ ℵ ℶ ℷ ℸ ℏ ℇ ∀ ∁ ∂ ℮ ∃ ∄ ∅ ∆ ∇ ⊂ ⊃ ⊄ ⊅ ⊆ ⊇ ⊈ ⊉ ⊊ ⊋ ∈ ∉ ∊ ∋ ∌ ∍ ∧ ∨ < > ≤ ≥ ≦ ≧ ≨ ≩ ≪ ≫ ≭ ≮ ≯ ≰ ≱ ≲ ≳ ≴ ≶ ≷ ≸ ≹ ≺ ≻ ≼ ≽ ≾ ≿ ⊀ ⊁ ∎ ∏ ∐ ∑ ∕ ∖ ∗ ∘ ∙ √ ∛ ∜ ∟ ∠ ∡ ∢ ∣ ∤ ∥ ∦ ∫ ∬ ∭ ∮ ∯ ∰ ∱ ∲ ∳ ⌠ ⎮ ⌡ ∴ ∵ ∶ ∷ ∸ ∹ ∺ ∻ ∼ ∽ ∾ ∿ ≀ ≁ ≂ ≃ ≄ ≅ ≆ ≇ ≈ ≉ ≊ ≋ ≌ ≍ ≎ ≏ ≐ ≑ ≒ ≓ ≔ ≕ ≖ ≗ ≘ ≙ ≚ ≛ ≜ ≝ ≞ ≟ ≠ ≡ ≢ ≣ ≬ ⊌ ⊍ ⊎ ⊏ ⊐ ⊑ ⊒ ⊓ ⊔ & ⅋ ⊕ ⊖ ⊗ ⊘ ⊙ ⊚ ⊛ ⊜ ⊝ ⊞ ⊟ ⊠ ⊡ ⊢ ⊣ ⊤ ⊥ ⊦ ⊧ ⊨ ⊩ ⊪ ⊫ ⊬ ⊭ ⊮ ⊯ ⊰ ⊱ ⊲ ⊳ ⊴ ⊵ ⊶ ⊷ ⊸ ⊹ ⊺ ⊻ ⊼ ⊽ ⊾ ⊿ ⋀ ⋁ ⋂ ⋃ ⋄ ⋅ ⋆ ⋇ ⋈ ⋉ ⋊ ⋋ ⋌ ⋍ ⋎ ⋏ ⋐ ⋑ ⋒ ⋓ ⋔ ⋕ ⋖ ⋗ ⋘ ⋙ ⋚ ⋛ ⋜ ⋝ ⋞ ⋟ ⋠ ⋡ ⋢ ⋣ ⋤ ⋥ ⋦ ⋧ ⋨ ⋩ ⋪ ⋫ ⋬ ⋭ ⋮ ⋯ ⋰ ⋱ ⨀ ⨦ ⨯ ⨸
数字	数字 🔢 № ⓪ ① ② ③ ④ ⑤ ⑥ ⑦ ⑧ ⑨ ⑩ ⑪ ⑫ ⑬ ⑭ ⑮ ⑯ ⑰ ⑱ ⑲ ⑳ ㉑ ㉒ ㉓ ㉔ ㉕ ㉖ ㉗ ㉘ ㉙ ㉚ ㉛ ㉜ ㉝ ㉞ ㉟ ㊱ ㊲ ㊳ ㊴ ㊵ ㊶ ㊷ ㊸ ㊹ ㊺ ㊻ ㊼ ㊽ ㊾ ㊿ ⓿ ❶ ❷ ❸ ❹ ❺ ❻ ❼ ❽ ❾ ❿ ⓫ ⓬ ⓭ ⓮ ⓯ ⓰ ⓱ ⓲ ⓳ ⓴
数字光碟	数字光碟 📀
数字光盘	数字光盘 📀
数字键盘	数字键盘 🔢
數碼	數碼 ⌚ 📱 💻 ⌨ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀 ⌚️ ⌨️
双	双 🈒
双版	双版 ⛷
双版滑雪	双版滑雪 ⛷
双胞	双胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
双胞胎	双胞胎 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
双峰骆驼	双峰骆驼 🐫
双峰驼	双峰驼 🐫
双凤之家	双凤之家 👨‍👩‍👧‍👧
双簧	双簧 🎭
双肩包	双肩包 🎒
双惊叹号	双惊叹号 ‼
双龙之家	双龙之家 👨‍👩‍👦‍👦
双目	双目 👀
双人	双人 👥
双手	双手 👐 🤲 👐🏻 👐🏼 👐🏽 👐🏾 👐🏿 🤲🏻 🤲🏼 🤲🏽 🤲🏾 🤲🏿
双叹号	双叹号 ‼ ‼️
双弯曲线	双弯曲线 ➿
双眼	双眼 👀
双鱼座	双鱼座 ♓ ♓️
双掌	双掌 👐
双子座	双子座 ♊ ♊️
雙版	雙版 ⛷
雙版滑雪	雙版滑雪 ⛷
雙峰駱駝	雙峰駱駝 🐫
雙峰駝	雙峰駝 🐫
雙鳳之家	雙鳳之家 👨‍👩‍👧‍👧
雙簧	雙簧 🎭
雙驚嘆號	雙驚嘆號 ‼
雙龍之家	雙龍之家 👨‍👩‍👦‍👦
雙嘆號	雙嘆號 ‼ ‼️
雙彎曲線	雙彎曲線 ➿
雙掌	雙掌 👐
水	水 ㊌ ㈬ 💧 🚰
水笔	水笔 🖋 🖋️
水果	水果 🍅 🍆 🍇 🍈 🍉 🍊 🍋 🍌 🍍 🍎 🍏 🍐 🍑 🍒 🍓 🥝 🥑 🥥 🥭 🫐
水饺	水饺 🥟
水龙头	水龙头 🚰
水枪	水枪 🔫
水獭	水獭 🦦
水战	水战 🔫
水族馆	水族馆 🐳
睡觉	睡觉 😴 😪 💤 🛌 🛌🏻
睡著	睡著 💤
说	说 🗣 👄
说不出	说不出 🙊
说话	说话 🗣 💬 🗯 💭 👄 🗣️
说谎	说谎 🤥
硕鼠	硕鼠 🐀
丝带	丝带 🎗 🎀
私家车	私家车 🚗 🚘
思考中	思考中 💭
斯里兰卡	斯里兰卡 🇱🇰
斯洛维尼亚	斯洛维尼亚 🇸🇮
斯洛文尼亚	斯洛文尼亚 🇸🇮
斯诺克	斯诺克 🎱
斯威士兰	斯威士兰 🇸🇿
撕开的日暦	撕开的日暦 📆
撕開的日暦	撕開的日暦 📆
死猪	死猪 🐖
四边形	四边形 ⎕ ⏥
四点	四点 🕓
四点半	四点半 🕟
四点钟	四点钟 🕓
四脚蛇	四脚蛇 🦎
四叶草	四叶草 🍀
寺庙	寺庙 🛕 🛐
寺庙之国	寺庙之国 🇳🇵
寺廟之國	寺廟之國 🇳🇵
松饼	松饼 🍪 🥞
松树	松树 🌲 🎍
耸肩	耸肩 🤷‍♂ 🤷 🤷‍♀ 🤷🏻‍♂ 🤷🏼‍♂ 🤷🏽‍♂ 🤷🏾‍♂ 🤷🏿‍♂ 🤷🏻 🤷🏼 🤷🏽 🤷🏾 🤷🏿 🤷🏻‍♀ 🤷🏼‍♀ 🤷🏽‍♀ 🤷🏾‍♀ 🤷🏿‍♀
搜寻	搜寻 🔍
苏丹	苏丹 🇸🇩
苏格兰	苏格兰 🏴󠁧󠁢󠁳󠁣󠁴󠁿
苏里南	苏里南 🇸🇷
苏利南	苏利南 🇸🇷
苏虾	苏虾 👶 👶🏻
速食店	速食店 🍔
酸碱	酸碱 ㏗
算盘	算盘 🧮
随便	随便 😶
随机播放	随机播放 🔀
孙女	孙女 👧 👧🏻
孙子	孙子 👦 👦🏻
所罗门群岛	所罗门群岛 🇸🇧
所羅門群島	所羅門群島 🇸🇧
索罗门群岛	索罗门群岛 🇸🇧
索羅門群島	索羅門群島 🇸🇧
索马里	索马里 🇸🇴
索马利亚	索马利亚 🇸🇴
锁	锁 🔒 🔓 🔏 🔐
锁定	锁定 🔒
锁匙	锁匙 🔑
鎖定	鎖定 🔒
他们	他们 👥
她们	她们 👥
踏板车	踏板车 🛴
台风	台风 🌀
台历	台历 📆
台球	台球 🎱
台式机	台式机 🖥 🖥️
台湾	台湾 🇹🇼
太感谢	太感谢 🙏 🙏🏻
太极	太极 ☯ ☯️
太极虎	太极虎 🇰🇷
太极旗	太极旗 🇰🇷
太極虎	太極虎 🇰🇷
太極旗	太極旗 🇰🇷
太难	太难 😵 😵‍💫
太难了	太难了 😵
太阳	太阳 🌞 ☀
太阳花	太阳花 🌻
太阳镜	太阳镜 🕶 😎 🕶️
太阳菊	太阳菊 🌼
太阳伞	太阳伞 ☂ ☂️
太阳神	太阳神 🌞
太阴	太阴 🌝
泰国	泰国 🇹🇭
贪	贪 🤑
摊开手	摊开手 👐
摊手	摊手 🤷‍♂ 🤷 🤷‍♀ 🤷🏻‍♂ 🤷🏼‍♂ 🤷🏽‍♂ 🤷🏾‍♂ 🤷🏿‍♂ 🤷🏻 🤷🏼 🤷🏽 🤷🏾 🤷🏿 🤷🏻‍♀ 🤷🏼‍♀ 🤷🏽‍♀ 🤷🏾‍♀ 🤷🏿‍♀
攤開手	攤開手 👐
坛	坛 ⚱
坦桑尼亚	坦桑尼亚 🇹🇿
坦尚尼亚	坦尚尼亚 🇹🇿
叹	叹 ❕ ❗ ‼ ⁉ 😮 😲 ¡
叹号	叹号 ❕ ❗ ‼ ⁉ ¡ ❗️
叹气	叹气 😔 😮‍💨
叹问号	叹问号 ⁉ ⁉️
探长	探长 🕵‍♂ 🕵 🕵‍♀ 🕵🏻‍♂ 🕵🏼‍♂ 🕵🏽‍♂ 🕵🏾‍♂ 🕵🏿‍♂ 🕵🏻 🕵🏼 🕵🏽 🕵🏾 🕵🏿 🕵🏻‍♀ 🕵🏼‍♀ 🕵🏽‍♀ 🕵🏾‍♀ 🕵🏿‍♀
嘆號	嘆號 ❕ ❗ ❗️
汤	汤 🥣
汤加	汤加 🇹🇴
汤面	汤面 🍜
汤匙	汤匙 🥄
湯麵	湯麵 🍜
糖菓球	糖菓球 🎊
糖葫芦	糖葫芦 🍡
烫	烫 🥵
烫口	烫口 🥵
逃离	逃离 💨
逃離	逃離 💨
逃跑	逃跑 💨
桃心	桃心 ♥ ❤
讨厌	讨厌 🙃 🙄 😣 😩 🥴
特价	特价 🉐
特價	特價 🉐
特克斯和凯科斯群岛	特克斯和凯科斯群岛 🇹🇨
特克斯和凱科斯群島	特克斯和凱科斯群島 🇹🇨
特里斯坦达库尼亚	特里斯坦达库尼亚 🇸🇭
特立尼达和多巴哥	特立尼达和多巴哥 🇹🇹
特殊符号	特殊符号 🔣
特殊符號	特殊符號 🔣
踢球	踢球 ⚽
提款机	提款机 🏧
提取行李	提取行李 🛄
体操	体操 🤸‍♂ 🤸 🤸‍♀ 🤸🏻‍♂ 🤸🏼‍♂ 🤸🏽‍♂ 🤸🏾‍♂ 🤸🏿‍♂ 🤸🏻 🤸🏼 🤸🏽 🤸🏾 🤸🏿 🤸🏻‍♀ 🤸🏼‍♀ 🤸🏽‍♀ 🤸🏾‍♀ 🤸🏿‍♀
体积	体积 ㎣ ㎤ ㎥ ㎦ ㎕ ㎖ ㎗ ㎘ ㍑
体温计	体温计 🌡 🌡️
体育场	体育场 🏟 🏟️
体育馆	体育馆 🏟 🏟️
剃头	剃头 💇 💇🏻‍♀ 💇🏻‍♂ 💇🏻
剃须刀	剃须刀 🪒
天鹅	天鹅 🦢
天妇罗	天妇罗 🍤
天干	天干 甲 乙 丙 丁 戊 己 庚 辛 壬 癸
天狗	天狗 👺
天呐	天呐 😟 😱 🙀 🤯
天气	天气 ☀ 🌤 ⛅ 🌥 🌦 ☁ 🌧 ⛈ 🌩 ⚡ 🔥 💥 ❄ 🌨 ☃ ⛄ 🌬 💨 🌪 🌫 ☔ 💧 💦 🌊 🌀 🌁 🌂 ☀️ ☁️ ❄️
天使宝宝	天使宝宝 👼
天文	天文 ✨ 🌌 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌚 🌛 🌜 🌝 🌞 🌟 🌠 🔭
天文观察	天文观察 🔭
天文觀察	天文觀察 🔭
天线	天线 📡
天蝎座	天蝎座 ♏ ♏️
天阴	天阴 🌥 🌥️
田径	田径 🏃🏻‍♀ 🏃🏻‍♂ 🏃🏻
甜点	甜点 🍮 🍩 🍪 🍧 🍨 🍦 🍰 🧁 🧇 🧆
条	条 🀐 🀑 🀒 🀓 🀔 🀕 🀖 🀗 🀘
条城	条城 🏯
条幅星	条幅星 ❇
条子	条子 👮 👮🏻‍♀ 👮🏻‍♂ 👮🏻
條幅星	條幅星 ❇
调暗	调暗 🔅
调低	调低 🔽
调高	调高 🔼
调羹	调羹 🥄
调节	调节 🎚 🎛
调亮	调亮 🔆
调皮	调皮 😛 😜 😝 🤪
调色	调色 🎨
调色板	调色板 🎨
调色盘	调色盘 🎨
跳动的心	跳动的心 💓
跳動的心	跳動的心 💓
铁锤	铁锤 🔨
铁道	铁道 🛤 🛤️
铁道车	铁道车 🚃
铁轨	铁轨 🛤 🛤️
铁链	铁链 ⛓ ⛓️
铁路	铁路 🛤 🛤️
铁索	铁索 ⛓ 🔗 ⛓️
铁塔	铁塔 🗼
听	听 👂 🦻 👂🏻 👂🏼 👂🏽 👂🏾 👂🏿
听不到	听不到 🙉
听不懂	听不懂 😵
听不见	听不见 🙉 🧏🏻
听不下去	听不下去 😞
听广播	听广播 📻
听筒	听筒 📞
听唔到	听唔到 🙉
听音乐	听音乐 🎧
听诊器	听诊器 🩺
聽不到	聽不到 🙉
聽廣播	聽廣播 📻
聽筒	聽筒 📞
庭院	庭院 🏡
停车	停车 🅿 🅿️
停车场	停车场 🅿 🅿️
通关检查	通关检查 🛂
通關檢查	通關檢查 🛂
通过	通过 ✔ ✔️
通话中	通话中 🤙🏻
通讯	通讯 📞 📡
通訊	通訊 📞 📡
同性	同性 ⚢ ⚣ 🏳‍🌈 👬 👭 👨‍❤‍👨 👩‍❤‍👩 👨‍❤‍💋‍👨 👩‍❤‍💋‍👩
同性恋	同性恋 ⚢ ⚣ 🏳‍🌈 👬 👭 👨‍❤‍👨 👩‍❤‍👩 👨‍❤‍💋‍👨 👩‍❤‍💋‍👩
铜牌	铜牌 🥉
童话	童话 👸 👿
童話	童話 👸 👿
统计	统计 📈 📉 📊
头大	头大 🤦🏻‍♀ 🤦🏻‍♂ 🤦🏻
头骨	头骨 💀
头巾	头巾 👳‍ 👳‍♂ 👳 👳‍♀ 👳🏻‍♂ 👳🏼‍♂ 👳🏽‍♂ 👳🏾‍♂ 👳🏿‍♂ 👳🏻 👳🏼 👳🏽 👳🏾 👳🏿 👳🏻‍♀ 👳🏼‍♀ 👳🏽‍♀ 👳🏾‍♀ 👳🏿‍♀
头名	头名 🥇
头疼	头疼 🤦🏻‍♀ 🤦🏻‍♂ 🤦🏻
头像	头像 🎭 👤 👥 👦 👧 👨 👩 👮 👯 👰 👱 👲 👳 👴 👵 👶 👷 👸 👹 👺 👻 👼 👽 👾 👿 💀 💁 💂 💃 💆 💇 🙅 🙆 🙇 🙈 🙉 🙊 🙋 🙍 🙎
头晕目眩	头晕目眩 💫
秃	秃 👨‍🦲 🧑‍🦲 👩‍🦲 👨🏻‍🦲 👨🏼‍🦲 👨🏽‍🦲 👨🏾‍🦲 👨🏿‍🦲 🧑🏻‍🦲 🧑🏼‍🦲 🧑🏽‍🦲 🧑🏾‍🦲 🧑🏿‍🦲 👩🏻‍🦲 👩🏼‍🦲 👩🏽‍🦲 👩🏾‍🦲 👩🏿‍🦲
秃头	秃头 👨‍🦲 🧑‍🦲 👩‍🦲 👨🏻‍🦲 👨🏼‍🦲 👨🏽‍🦲 👨🏾‍🦲 👨🏿‍🦲 🧑🏻‍🦲 🧑🏼‍🦲 🧑🏽‍🦲 🧑🏾‍🦲 🧑🏿‍🦲 👩🏻‍🦲 👩🏼‍🦲 👩🏽‍🦲 👩🏾‍🦲 👩🏿‍🦲
突尼西亚	突尼西亚 🇹🇳
图表	图表 📉
图钉	图钉 📌 📍
图瓦卢	图瓦卢 🇹🇻
涂指甲	涂指甲 💅 💅🏻
土克斯及开科斯群岛	土克斯及开科斯群岛 🇹🇨
土克斯及開科斯群島	土克斯及開科斯群島 🇹🇨
土库曼	土库曼 🇹🇲
土库曼斯坦	土库曼斯坦 🇹🇲
吐舌头	吐舌头 😋 😛
吐瓦鲁	吐瓦鲁 🇹🇻
兔脸	兔脸 🐰
兔头	兔头 🐰
兔子脸	兔子脸 🐰
团子	团子 🍡
團子	團子 🍡
推杯换盏	推杯换盏 🍻
托克劳	托克劳 🇹🇰
托运	托运 🛄
拖拉机	拖拉机 🚜
脫殻而出	脫殻而出 🐣
脱壳而出	脱壳而出 🐣
脱氧核糖核酸	脱氧核糖核酸 🧬
瓦利斯和富图纳	瓦利斯和富图纳 🇼🇫
瓦努阿图	瓦努阿图 🇻🇺
袜	袜 🧦
袜子	袜子 🧦
外汇	外汇 💱 💹 💵 💶 💷 💴
外卖	外卖 🥡
弯曲线	弯曲线 ➰
弯月	弯月 🌛 🌜
彎曲線	彎曲線 ➰
完成	完成 ✅
玩具枪	玩具枪 🔫
玩牌	玩牌 🃏
玩游戏	玩游戏 🎮
顽皮	顽皮 😜
万	万 卍 卐 🀇 🀈 🀉 🀊 🀋 🀌 🀍 🀎 🀏
万岛国	万岛国 🇳🇴
万分	万分 ‱
万佛之国	万佛之国 🇹🇭
万那杜	万那杜 🇻🇺
万圣节	万圣节 😨 😰 😱 🤡 😈 👿 👹 👺 💀 ☠ 👻 👽 👾 🤖 🧙‍ 🧚‍ 🧛‍ 🧜‍ 🧝‍ 🧞‍ 🧟‍ 🕴 💚 🖤 🦄 🦇 🦉 🕷 🕸 🥀 🍫 🍬 🍭 🏚 🌃 🛸 🌕 🌚 🌩 ⚡ 🎃 🔮 🎭 🕯 🗡 ⛓ ⚰ ⚱
万圣节前夕	万圣节前夕 😨 😰 😱 🤡 😈 👿 👹 👺 💀 ☠ 👻 👽 👾 🤖 🧙‍ 🧚‍ 🧛‍ 🧜‍ 🧝‍ 🧞‍ 🧟‍ 🕴 💚 🖤 🦄 🦇 🦉 🕷 🕸 🥀 🍫 🍬 🍭 🏚 🌃 🛸 🌕 🌚 🌩 ⚡ 🎃 🔮 🎭 🕯 🗡 ⛓ ⚰ ⚱
万岁	万岁 🙌 🙌🏻 🙌🏼 🙌🏽 🙌🏾 🙌🏿
萬島國	萬島國 🇳🇴
萬佛之國	萬佛之國 🇹🇭
腕表	腕表 ⌚
王储	王储 🤴🏻
王爷	王爷 🤴🏻
网	网 🕸 🕸️
网球	网球 🎾
网球衫	网球衫 🎽
網球衫	網球衫 🎽
望远镜	望远镜 🔭
危地马拉	危地马拉 🇬🇹
危险	危险 ☠ ☢ ☣ ⚠ 🚨 ⚠️
威尔士	威尔士 🏴󠁧󠁢󠁷󠁬󠁳󠁿
微风	微风 🍃
为何	为何 🤔
为啥	为啥 🤔
为什么	为什么 🤔
为甚么	为甚么 🤔
围脖	围脖 🧣
围巾	围巾 🧣
唯利是图	唯利是图 🤑
维德角	维德角 🇨🇻
委内瑞拉	委内瑞拉 🇻🇪
卫兵	卫兵 💂
卫门	卫门 💂 💂🏻‍♀ 💂🏻‍♂ 💂🏻
卫生间	卫生间 🚻 🚾
卫生纸	卫生纸 🧻
卫士	卫士 💂 💂🏻‍♀ 💂🏻‍♂ 💂🏻
卫星	卫星 🛰 🛰️
卫星天线	卫星天线 📡
卫星通讯	卫星通讯 📡
未成年禁止	未成年禁止 🔞
未完成	未完成 ❎
衛星通訊	衛星通訊 📡
温度计	温度计 🌡 🌡️
温泉	温泉 ♨ ♨️
文档	文档 📄
文件档	文件档 📃
文件柜	文件柜 🗄 🗄️
文件夹	文件夹 📂 📁 🗂 🗃 🗄
文莱	文莱 🇧🇳
文书	文书 📃
闻	闻 👃 👃🏻 👃🏼 👃🏽 👃🏾 👃🏿
问	问 ㉄ ❓ ❔ ¿ ？ ?
问号	问号 ❓ ❔ ¿ ？ ?
问叹号	问叹号 ⁉ ⁉️
汶莱	汶莱 🇧🇳
問嘆號	問嘆號 ⁉ ⁉️
蜗	蜗 🐌
蜗牛	蜗牛 🐌
我爱你	我爱你 😘 🤟🏻
我操	我操 😧 🤬
握笔	握笔 ✍ ✍🏻 ✍🏻️
乌干达	乌干达 🇺🇬
乌龟	乌龟 🐢
乌克兰	乌克兰 🇺🇦
乌拉圭	乌拉圭 🇺🇾
乌云	乌云 ☁
乌贼	乌贼 🦑
乌鱡	乌鱡 🦑
乌兹别克	乌兹别克 🇺🇿
乌兹别克斯坦	乌兹别克斯坦 🇺🇿
巫师	巫师 🧙‍♂ 🧙 🧙‍♀ 🧙🏻‍♂ 🧙🏼‍♂ 🧙🏽‍♂ 🧙🏾‍♂ 🧙🏿‍♂ 🧙🏻 🧙🏼 🧙🏽 🧙🏾 🧙🏿 🧙🏻‍♀ 🧙🏼‍♀ 🧙🏽‍♀ 🧙🏾‍♀ 🧙🏿‍♀
呜呜	呜呜 😖
呜呜呜	呜呜呜 😖
烏雲	烏雲 ☁
烏鱡	烏鱡 🦑
烏茲别克	烏茲别克 🇺🇿
烏兹別克	烏兹別克 🇺🇿
烏兹別克斯坦	烏兹別克斯坦 🇺🇿
无	无 🈚 🈚️
无表情	无表情 😐
无辜	无辜 😐
无话可说	无话可说 😶
无口	无口 😶
无聊	无聊 😞 😴
无奈	无奈 🤷‍♂ 🤷 🤷‍♀ 🤷🏻‍♂ 🤷🏼‍♂ 🤷🏽‍♂ 🤷🏾‍♂ 🤷🏿‍♂ 🤷🏻 🤷🏼 🤷🏽 🤷🏾 🤷🏿 🤷🏻‍♀ 🤷🏼‍♀ 🤷🏽‍♀ 🤷🏾‍♀ 🤷🏿‍♀
无能为力	无能为力 👐 🤷🏻‍♀ 🤷🏻‍♂ 🤷🏻
无穷	无穷 ♾ ∞ #NAME? ♾️
无穷大	无穷大 ♾ ♾️
无视	无视 😾
无所谓	无所谓 💁 😌 🤷🏻‍♀ 🤷🏻‍♂ 🤷🏻
无望	无望 🙍 🙍🏻‍♀ 🙍🏻‍♂ 🙍🏻
无尾熊	无尾熊 🐨
无烟区	无烟区 🚭
无邮件	无邮件 📪
无语	无语 😐 😑 😶 🤐 💬 😓
无障碍	无障碍 ♿ ♿️
无障碍设施	无障碍设施 ♿ ♿️
无助	无助 😣 😫 😩 🙍 🙍🏻‍♀ 🙍🏻‍♂ 🙍🏻
唔畀讲	唔畀讲 🙊
唔畀听	唔畀听 🙉
唔得	唔得 🙅
唔关我事	唔关我事 💁 🤷🏻‍♀ 🤷🏻‍♂ 🤷🏻
唔好讲	唔好讲 🙊
無表情	無表情 😐
無話可說	無話可說 😶
無口	無口 😶
無能為力	無能為力 👐
無視	無視 😾
無煙區	無煙區 🚭
蜈蚣	蜈蚣 𓆨
五点	五点 🕔
五点半	五点半 🕠
五点钟	五点钟 🕔
五谷	五谷 稻 黍（黍米） 稷（小米） 麦 菽（大豆） 麻（大麻）
五官	五官 👀 👁 👂 👃 👄 👅
五行	五行 ㊎ ㊍ ㊌ ㊋ ㊏
五星红旗	五星红旗 🇨🇳
午餐	午餐 🥘 🍜 🍲 🍛 🍝 🍱 🍚 🥗
武器	武器 🔫 🗡 ⚔ 🔪 🛡 🚀 ⚔️ 🪓
武术服	武术服 🥋
捂脸	捂脸 🙈
舞蹈家	舞蹈家 💃
舞动之心	舞动之心 💞
勿丢垃圾	勿丢垃圾 🚯
勿扰	勿扰 🔕
勿视	勿视 🙈
勿視	勿視 🙈
坞	坞 ⚓ ⚓️
雾	雾 🌫 🌁 🌫️
雾霾	雾霾 🌁 🌫 😷 🌫️
雾蒙蒙	雾蒙蒙 🌁
雾气	雾气 🌁
夕阳	夕阳 🌆 🌇
西班牙国旗	西班牙国旗 🇪🇸
西班牙國旗	西班牙國旗 🇪🇸
西餐	西餐 🍴 🍽 🍕 🥓 🧀 🥖 🥐 🍝 🌯 🌮 🥙 🍟 🍔 🌭 🥞 🥪 🥯 🧇 🫕
西方人	西方人 👱
西红柿	西红柿 🍅
吸铁石	吸铁石 🧲
吸烟	吸烟 🚬
吸烟区	吸烟区 🚬
吸煙	吸煙 🚬
吸煙區	吸煙區 🚬
希腊	希腊 🇬🇷 αalpha βbeta γgamma δdelta εepsilon ζzeta ηeta θtheta ιiota κkappa λlambda μmu νnu ξxi οomicron πpi ρrho σsigma τtau υupsilon φphi χchi ψpsi ωomega
锡和橡胶王国	锡和橡胶王国 🇲🇾
錫和橡膠王國	錫和橡膠王國 🇲🇾
习题	习题 📖
洗发露	洗发露 🧴
洗洁精	洗洁精 🧴
洗手间	洗手间 🚻
喜爱	喜爱 😻
喜欢	喜欢 😗 😙 😚 😍 😘 🥰 ☺ 💓 😻 ☺️
喜欢你	喜欢你 😍 😻
喜极而泣	喜极而泣 😂 😹
戏法	戏法 🤹🏻‍♀ 🤹🏻‍♂ 🤹🏻
戏剧	戏剧 🎩 🎭
戏曲	戏曲 🎭
戏院	戏院 🎥 🎬
细菌	细菌 🦠
虾	虾 🦐 🍤
虾卷	虾卷 🍤
虾蟆	虾蟆 🐸
虾米	虾米 🍤
瞎话	瞎话 🤥
下边	下边 👇 👇🏻
下标	下标 ₀ ₁ ₂ ₃ ₄ ₅ ₆ ₇ ₈ ₉ ₊ ₋ ₌ ₍ ₎ ‸ ᴀ ₐ ᴁ ʙ ᴃ ᵦ ᴄ ᴐ ᴒ ᴅ ᴆ ᴇ ₑ ₔ ᵩ ɢ ʛ ᴦ ᵧ ʜ ₕ ɪ ᵻ ᵢ ᴊ ⱼ ᴋ ₖ ʟ ₗ ᴌ ᴧ ᴍ ₘ ꟺ ɴ ᴎ ₙ ᴏ ₒ ɶ ʘ ᴓ ᴑ ᴘ ₚ ᴨ ᴪ ʀ ᵣ ᴙ ʁ ᴚ ᵨ ₛ ᴛ ₜ ᴜ ᵤ ᵾ ᴠ ᵥ ᴡ ₓ ᵪ ʏ ᴢ ᴣ
下头	下头 👇 👇🏻
下一个	下一个 ▶
下一個	下一個 ▶
下载	下载 ⏬
下载邮件	下载邮件 📩
下載	下載 ⏬
吓人	吓人 😱 🙀
吓死	吓死 😱 🙀
仙	仙 🧚🏻‍♀ 🧚🏻‍♂
仙贝	仙贝 🍘
鲜花	鲜花 💐
显微镜	显微镜 🔬
线	线 🧵 🧶 ➰ ᝰ ︴ ﹏ ﹌ ╳ ╲ ╱ ︶ ︵ 〵 〆 〄
线轮	线轮 🧵
线圈本	线圈本 🗒 🗒️
线团	线团 🧶
线轴	线轴 🧵
馅饼	馅饼 🥧
相机	相机 📷 📸
相声	相声 🎭
相聲	相聲 🎭
香槟	香槟 🍾
香岛	香岛 🇰🇲
香島	香島 🇰🇲
香锅	香锅 🍲
香烟	香烟 🚬
详情	详情 🔎
详细	详细 🔎
詳情	詳情 🔎
詳細	詳細 🔎
响铃	响铃 🔔
响指	响指 🤞🏻
想吃	想吃 😍 😻
想象中	想象中 💭
向钱看	向钱看 🤑
向上符号	向上符号 ⏫
向上符號	向上符號 ⏫
向上箭头	向上箭头 ⬆
向上趋势图	向上趋势图 📈
向上趨勢圖	向上趨勢圖 📈
向下符号	向下符号 ⏬
向下符號	向下符號 ⏬
向下箭头	向下箭头 ⬇
向下趋势图	向下趋势图 📉
向下趨勢圖	向下趨勢圖 📉
向下手势	向下手势 👇
向下手勢	向下手勢 👇
向右符号	向右符号 ⏩
向右符號	向右符號 ⏩
向右回转	向右回转 ↪
向右迴轉	向右迴轉 ↪
向右箭头	向右箭头 ➡
向右手势	向右手势 👉
向右手勢	向右手勢 👉
向左符号	向左符号 ⏪
向左符號	向左符號 ⏪
向左回转	向左回转 ↩
向左迴轉	向左迴轉 ↩
向左箭头	向左箭头 ⬅
向左手势	向左手势 👈
向左手勢	向左手勢 👈
项	项 ㊠
象棋	象棋 🩠 🩡 🩢 🩣 🩤 🩥 🩦 🩧 🩨 🩩 🩪 🩫 🩬 🩭
